"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","비상시설위치","시설구분명","시설명건물명","해제일자",
"72","민방위대피시설","11_46_02_P","3260000","3260000-S200200099","20020121","","01","영업/정상","18","사용중","","","","","","337","","부산광역시 서구 부민동2가 9번지 5호","부산광역시 서구 임시수도기념로 11-10 (부민동2가)","49236","푸른초장","20210105191643","U","2021-01-07 02:40:00.0","","384028.408250874","180075.596429216","부산광역시 서구 부민동2가 9번지 5호","공공시설","푸른초장","",
"73","민방위대피시설","11_46_02_P","3260000","3260000-S200200121","20020121","","01","영업/정상","18","사용중","","","","","","330","","부산광역시 서구 토성동1가 23번지 1호","부산광역시 서구 까치고개로 252-0 (토성동1가, 한국전력중부산지점)","49246","한전중부산지점","20200723113659","U","2020-07-25 02:40:00.0","","384413.136885533","179677.454848117","부산광역시 서구 토성동1가 23번지 1호","공공시설","한전중부산지점","",
"74","민방위대피시설","11_46_02_P","3260000","3260000-S200200122","20020121","","01","영업/정상","18","사용중","","","","","","363","","부산광역시 서구 토성동1가 29번지","부산광역시 서구 보수대로 21-0 (토성동1가)","","한전남부건설단","20200723113742","U","2020-07-25 02:40:00.0","","384476.52819061","179602.433463754","부산광역시 서구 토성동1가 29번지","공공시설","한전남부건설단","",
"75","민방위대피시설","11_46_02_P","3260000","3260000-S200200087","20020121","","01","영업/정상","18","사용중","","","","","","8630","","부산광역시 서구 서대신동3가 산 30번지","부산광역시 서구 꽃마을로 88-7 (서대신동3가)","49203","구덕터널","20210119131406","U","2021-01-21 02:40:00.0","","383167.48305962","182091.691277372","부산광역시 서구 서대신동3가 산 30번지","공공시설","구덕터널","",
"76","민방위대피시설","11_46_02_P","3260000","3260000-S200200165","20020121","","01","영업/정상","18","사용중","","","","","","3399","","부산광역시 서구 암남동 354번지 2호","부산광역시 서구 충무대로 8 (암남동)","","기산비치타운","20210105192148","U","2021-01-07 02:40:00.0","","383854.512397956","177132.276924017","부산광역시 서구 암남동 354번지 2호","공공시설","기산비치타운","",
"77","민방위대피시설","11_46_02_P","3260000","3260000-S200200064","20020120","","01","영업/정상","18","사용중","","","","","","1155","","부산광역시 서구 서대신동2가 382번지","부산광역시 서구 대티로 170 (서대신동2가, 위생병원)","49230","삼육부산병원","20210105190829","U","2021-01-07 02:40:00.0","","383283.55617159","181112.158849737","부산광역시 서구 서대신동2가 382번지","공공시설","삼육부산병원","",
"78","민방위대피시설","11_46_02_P","3260000","3260000-S200600004","20060220","","01","영업/정상","18","사용중","","","","","","825","","부산광역시 서구 토성동1가 51번지 1호","부산광역시 서구 보수대로 15 (토성동1가)","","봄여름가을겨울","20200723113450","U","2020-07-25 02:40:00.0","","384524.469054597","179570.534282476","부산광역시 서구 토성동1가 51번지 1호","공공시설","봄여름가을겨울","",
"79","민방위대피시설","11_46_02_P","3260000","3260000-S200200025","20020117","","01","영업/정상","18","사용중","","","","","","219","","부산광역시 서구 동대신동1가 163번지 2호","부산광역시 서구 대영로74번길 17 (동대신동1가)","49218","구덕신용협동조합(신협)","20210105185856","U","2021-01-07 02:40:00.0","","384073.522176429","180832.257919732","부산광역시 서구 동대신동1가 163번지 2호","공공시설","구덕신용협동조합(신협)","",
"80","민방위대피시설","11_46_02_P","3260000","3260000-S200200026","20020117","","01","영업/정상","18","사용중","","","","","","288","","부산광역시 서구 동대신동1가 382번지 3호","부산광역시 서구 구덕로 266 (동대신동1가)","49222","서부교회","20210105185912","U","2021-01-07 02:40:00.0","","384102.534603653","180670.142751618","부산광역시 서구 동대신동1가 382번지 3호","공공시설","서부교회","",
"81","민방위대피시설","11_46_02_P","3260000","3260000-S200200033","20020117","","01","영업/정상","18","사용중","","","","","","167","","부산광역시 서구 동대신동1가 105번지 2호","부산광역시 서구 대영로90번길 9 (동대신동1가, 그린빌라)","49219","그린빌라","20210105185946","U","2021-01-07 02:40:00.0","","384193.367403925","180931.407747462","부산광역시 서구 동대신동1가 105번지 2호","공공시설","그린빌라","",
"82","민방위대피시설","11_46_02_P","3260000","3260000-S200200046","20020117","","01","영업/정상","18","사용중","","","","","","2509","","부산광역시 서구 동대신동3가 1번지 22호","부산광역시 서구 대신공원로 26 (동대신동3가, 동아대학교병원)","49201","동아대학교병원","20210105190355","U","2021-01-07 02:40:00.0","","383898.91114891","182014.846889314","부산광역시 서구 동대신동3가 1번지 22호","공공시설","동아대학교병원","",
"83","민방위대피시설","11_46_02_P","3260000","3260000-S200200047","20020117","","01","영업/정상","18","사용중","","","","","","423","","부산광역시 서구 동대신동3가 315번지","부산광역시 서구 대영로85번길 81-19 (동대신동3가, 동신초등학교)","49212","동신초등학교","20210105190421","U","2021-01-07 02:40:00.0","","383895.393554491","181314.580317609","부산광역시 서구 동대신동3가 315번지","공공시설","동신초등학교","",
"84","민방위대피시설","11_46_02_P","3260000","3260000-S200200051","20020117","","01","영업/정상","18","사용중","","","","","","660","","부산광역시 서구 동대신동3가 173번지","부산광역시 서구 구덕로 350 (동대신동3가, 문화아파트)","49211","문화아파트","20210105190507","U","2021-01-07 02:40:00.0","","383709.862554152","181407.364386398","부산광역시 서구 동대신동3가 173번지","공공시설","문화아파트","",
"85","민방위대피시설","11_46_02_P","3260000","3260000-S200200052","20020117","","01","영업/정상","18","사용중","","","","","","191","","부산광역시 서구 동대신동3가 355번지 1호","부산광역시 서구 구덕로334번길 26 (동대신동3가, 타워별장)","49211","타워빌라","20210105190527","U","2021-01-07 02:40:00.0","","383837.69191049","181274.185101079","부산광역시 서구 동대신동3가 355번지 1호","공공시설","타워빌라","",
"86","민방위대피시설","11_46_02_P","3260000","3260000-S200200168","20020121","","01","영업/정상","18","사용중","","","","","","317","","부산광역시 서구 암남동 541번지 6호","부산광역시 서구 암남공원로 9-0 (암남동)","","송도비치호텔","20210105192214","U","2021-01-07 02:40:00.0","","383775.033920561","176944.175666118","부산광역시 서구 암남동 541번지 6호","공공시설","송도비치호텔","",
"87","민방위대피시설","11_46_02_P","3260000","3260000-S200200172","20020121","","01","영업/정상","18","사용중","","","","","","1518","","부산광역시 서구 암남동 81번지 89호","부산광역시 서구 천해로7번길 55-16 (암남동, 그린비치맨션)","49265","송도그린비치","20210105192228","U","2021-01-07 02:40:00.0","","384105.003382592","177583.392280665","부산광역시 서구 암남동 81번지 89호","공공시설","송도그린비치","",
"88","민방위대피시설","11_46_02_P","3260000","3260000-S200700003","20070910","","01","영업/정상","18","사용중","","","","","","3907","","부산광역시 서구 암남동 201번지 1호","부산광역시 서구 충무대로 72 (암남동)","","송도봄여름가을겨울","20210105192313","U","2021-01-07 02:40:00.0","","384207.078246508","177378.090371603","부산광역시 서구 암남동 201번지 1호","공공시설","송도봄여름가을겨울","",
"89","민방위대피시설","11_46_02_P","3260000","3260000-S200200149","20020121","","01","영업/정상","18","사용중","","","","","","495","","부산광역시 서구 남부민동 643번지","부산광역시 서구 충무대로255번길 9 (남부민동)","","충무쇼핑","20220621112203","U","2022-06-23 02:40:00.0","","384430.667595597","178981.33160318","부산광역시 서구 남부민동 643번지","공공시설","충무쇼핑","",
"90","민방위대피시설","11_46_02_P","3260000","3260000-S200200150","20020121","","01","영업/정상","18","사용중","","","","","","4290","","부산광역시 서구 남부민동 685번지","부산광역시 서구 충무대로 246 (남부민동)","","현대타운","20220620092808","U","2022-06-22 02:40:00.0","","384538.707962085","178936.009572164","부산광역시 서구 남부민동 685번지","공공시설","현대타운","",
"91","민방위대피시설","11_46_02_P","3260000","3260000-S200200142","20020121","","01","영업/정상","18","사용중","","","","","","561","","부산광역시 서구 충무동1가 34번지 4호","부산광역시 서구 해안새벽시장길 36 (충무동1가)","","성해빌딩","20200723114003","U","2020-07-25 02:40:00.0","","384592.910511125","179170.711341274","부산광역시 서구 충무동1가 34번지 4호","공공시설","성해빌딩","",
"92","민방위대피시설","11_46_02_P","3260000","3260000-S200700004","20070910","","01","영업/정상","18","사용중","","","","","","1682","","부산광역시 서구 토성동5가 34번지 3호","부산광역시 서구 구덕로 130 (토성동5가)","","해오름아파트","20200723113427","U","2020-07-25 02:40:00.0","","384325.618957799","179413.686227893","부산광역시 서구 토성동5가 34번지 3호","공공시설","해오름아파트","",
"93","민방위대피시설","11_46_02_P","3260000","3260000-S200700002","20070714","","01","영업/정상","18","사용중","","","","","","380","","부산광역시 서구 아미동2가 27번지 1호","부산광역시 서구 구덕로193번길 49 (아미동2가, 두영오피스텔)","49241","두영오피스텔","20210105192534","U","2021-01-07 02:40:00.0","","383849.656842389","179960.324136822","부산광역시 서구 아미동2가 27번지 1호","공공시설","두영오피스텔","",
"94","민방위대피시설","11_46_02_P","3260000","3260000-S200200019","20020116","","01","영업/정상","18","사용중","","","","","","7029","","부산광역시 서구 서대신동2가 453번지 7호","부산광역시 서구 대티로108번길 11 (서대신동2가)","","대티터널","20210119125933","U","2021-01-21 02:40:00.0","","383170.811375233","180688.409373249","부산광역시 서구 서대신동2가 453번지 7호","공공시설","대티터널","",
"95","민방위대피시설","11_46_02_P","3260000","3260000-S200200095","20020121","","01","영업/정상","18","사용중","","","","","","601","","부산광역시 서구 부민동1가 66번지 1호","부산광역시 서구 보수대로 105-1 (부민동1가)","49223","한웅레포츠","20210105191631","U","2021-01-07 02:40:00.0","","384193.465647996","180347.461227876","부산광역시 서구 부민동1가 66번지 1호","공공시설","한웅레포츠","",
