"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","제조구분명","사업장부지용도구분명",
"586","고압가스업","09_28_05_P","3390000","2002339001502100044","19950605","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 사상구 사상로469번길 25-6 (모라동)","","새우일산소","20150410172034","I","2018-08-31 23:59:59.0","판매","380786.029970125","189297.647674135","일반","위험시설",
"587","고압가스업","09_28_05_P","3390000","2002339001502100045","19781027","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 331-4","부산광역시 사상구 학감대로163번길 13-7 (학장동)","","성진종합가스","20211230135000","U","2022-01-01 02:40:00.0","판매","381055.327451663","184726.97947425","일반","위험시설",
"588","고압가스업","09_28_05_P","3390000","2002339001502100046","19810420","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 129-17","부산광역시 사상구 새벽로167번길 39 (감전동)","","만국산소상사","20180119102450","I","2018-08-31 23:59:59.0","저장소","380428.600046758","185928.687263283","일반","위험시설",
"589","고압가스업","09_28_05_P","3390000","2002339001502100047","19830401","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 629","부산광역시 사상구 학장로 21  (학장동)","","부산상회","20111122135217","I","2018-08-31 23:59:59.0","저장소","379765.708306333","183567.338694068","일반","위험시설",
"590","고압가스업","09_28_05_P","3390000","2002339001502100048","19790417","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 109-7","부산광역시 사상구 사상로146번길 3 (감전동)","","부산종합가스","20111122143625","I","2018-08-31 23:59:59.0","판매","381071.90581828","186255.886714995","일반","위험시설",
"591","고압가스업","09_28_05_P","3390000","2002339001502100049","19791004","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 719-39","부산광역시 사상구 가야대로64번길 35 (학장동)","","월드산업가스","20190116132000","U","2019-01-18 02:40:00.0","판매","380326.948849983","185135.351453686","일반","위험시설",
"592","고압가스업","09_28_05_P","3390000","2002339001502100055","19800228","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 모라동 283-5","부산광역시 사상구 모라로37번길 27-1 (모라동)","","대화산소","20131224164546","I","2018-08-31 23:59:59.0","저장소","380931.289259499","189929.761541773","일반","위험시설",
"593","고압가스업","09_28_05_P","3390000","2002339001502100058","20090401","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 주례동 1160-21","부산광역시 사상구 학장로323번길 17 (주례동)","","성지가스","20111122130556","I","2018-08-31 23:59:59.0","판매","382063.71076882","185151.086860173","일반","위험시설",
"594","고압가스업","09_28_05_P","3390000","2002339001502100061","19930812","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 185-11","부산광역시 사상구 학감대로 79 (학장동)","","구덕종합가스","20150325144854","I","2018-08-31 23:59:59.0","저장소","381427.880629753","184050.291565861","일반","위험시설",
"595","고압가스업","09_28_05_P","3390000","2002339001502100063","19990622","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 127-19","부산광역시 사상구 새벽시장로 25 (감전동)","","대원특수가스","20180718114237","I","2018-08-31 23:59:59.0","판매","380055.392160679","185873.801741125","일반","위험시설",
"596","고압가스업","09_28_05_P","3390000","2002339001502100064","19991008","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 삼락동 392-14","부산광역시 사상구 낙동대로1338번길 22 (삼락동)","","한국특수가스","20111122133216","I","2018-08-31 23:59:59.0","저장소","380066.20982623","188450.906549815","일반","위험시설",
"597","고압가스업","09_28_05_P","3390000","2002339001502100065","20010728","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 731-8","부산광역시 사상구 장인로78번길 13 (학장동)","","중앙종합가스","20111122132051","I","2018-08-31 23:59:59.0","저장소","380144.77359733","184238.066787131","일반","위험시설",
"598","고압가스업","09_28_05_P","3390000","2002339005602200001","20020308","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 138-8","부산광역시 사상구 학감대로 242 (감전동)","","사상구청","20111122131851","I","2018-08-31 23:59:59.0","제조","381386.640862174","185502.294858808","냉동","상업기타",
"599","고압가스업","09_28_05_P","3390000","2002339006602100001","20020621","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 508-9","부산광역시 사상구 낙동대로 861-20 (감전동)","","협신산업가스(주)","20220203092956","U","2022-02-08 02:40:00.0","판매","379438.492512255","183814.8762413","","공업용",
"600","고압가스업","09_28_05_P","3390000","2003339001502100001","20100607","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 953-3","부산광역시 사상구 장인로 35 (감전동)","","부산산업(주)","20210527101906","U","2021-05-29 02:40:00.0","제조","379747.785738649","184522.982047584","냉동","공업용",
"601","고압가스업","09_28_05_P","3390000","2003339001502100002","20100312","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 주례동 139-10","부산광역시 사상구 주례로10번길 55 (주례동)","","성우특수가스","20210713154843","U","2021-07-15 02:40:00.0","판매","382940.674057835","185266.360023585","일반","공업용",
"602","고압가스업","09_28_05_P","3390000","2003339001502100003","20100308","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 276-21번지","부산광역시 사상구 가야대로176번길 90 (학장동)","47021","(주)엠에스동남산업가스","20191217102901","U","2019-12-19 02:40:00.0","판매","381320.859037886","184754.536637464","일반","공업용",
"603","고압가스업","09_28_05_P","3390000","2004339001502100029","20110211","","01","영업/정상","01","영업중","","","","20210507","","","","부산광역시 사상구 감전동 513-11","부산광역시 사상구 낙동대로841번길 13 (감전동)","47030","대신에너지","20210831105211","U","2021-09-02 02:40:00.0","판매","379503.0552599","183586.159751436","충전","공업용",
"604","고압가스업","09_28_05_P","3390000","2004339001502100030","20190820","","01","영업/정상","01","영업중","","20190603","20191231","","","","","부산광역시 사상구 학장동 731-8","부산광역시 사상구 장인로78번길 13 (학장동)","47026","화성종합가스","20201202155441","U","2020-12-04 02:40:00.0","저장소","380144.77359733","184238.066787131","일반","공업용",
"605","고압가스업","09_28_05_P","3390000","2006339001502100002","20070824","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 331-4","부산광역시 사상구 학감대로163번길 13-7 (학장동)","","(주)성진텍","20111122131034","I","2018-08-31 23:59:59.0","저장소","381055.327451663","184726.97947425","일반","지정되지않음",
"606","고압가스업","09_28_05_P","3390000","2009339006602100001","20100906","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 엄궁동 141-16","부산광역시 사상구 하신번영로 490 (엄궁동)","","(주)우리가스산업","20210709133110","U","2021-07-11 02:40:00.0","제조","379032.045986199","182270.336756949","충전","공업용",
"607","고압가스업","09_28_05_P","3390000","2009339006602100003","20090925","","01","영업/정상","01","영업중","","","","","","330","","부산광역시 사상구 엄궁동 141-16번지","부산광역시 사상구 하신번영로 490  (엄궁동)","","(주)우리가스산업","20090925174732","I","2018-08-31 23:59:59.0","판매","379032.045986199","182270.336756949","","",
"608","고압가스업","09_28_05_P","3390000","2009339006602200001","20090707","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 946-1","부산광역시 사상구 낙동대로1016번길 32 (감전동)","","쌍용자동차(주)부산영업소","20111122130508","I","2018-08-31 23:59:59.0","제조","379822.861941296","185204.563876924","특정","상업.업무용",
"609","고압가스업","09_28_05_P","3390000","2007339005602100001","20070823","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 152-11","부산광역시 사상구 새벽로121번길 38 (감전동)","","제일가스산업","20120525174615","I","2018-08-31 23:59:59.0","저장소","380383.205426905","185518.113682517","일반","공업용",
"610","고압가스업","09_28_05_P","3390000","2007339005602100002","20070607","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 238-4","부산광역시 사상구 대동로 185 (학장동)","","(주)원프렌지","20111122131303","I","2018-08-31 23:59:59.0","판매","380710.720650641","184567.316738815","일반","공업용",
"611","고압가스업","09_28_05_P","3390000","2007339008302100001","20110907","","01","영업/정상","01","영업중","","","","","","1","","부산광역시 사상구 감전동 152-11","부산광역시 사상구 새벽로121번길 38 (감전동)","","상일가스","20160726104219","I","2018-08-31 23:59:59.0","판매","380383.205426905","185518.113682517","","",
"612","고압가스업","09_28_05_P","3390000","2009339006602200002","20090925","","01","영업/정상","01","영업중","","","","20090925","","","","부산광역시 사상구 삼락동 78-7","부산광역시 사상구 낙동대로 1472 (삼락동)","","금강화학","20190426143808","U","2019-04-28 02:40:00.0","제조","380393.082980924","189728.954778476","냉동","공업용",
"613","고압가스업","09_28_05_P","3390000","2011339008302100010","20111007","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 덕포동 417 덕포지하철역","부산광역시 사상구 사상로 지하 362-1 (덕포동)","","부산교통공사 덕포지하철역","20120801170858","I","2018-08-31 23:59:59.0","저장소","","","","기타",
"614","고압가스업","09_28_05_P","3390000","2011339008302100011","20111007","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 주례동 60 냉정지하철역","부산광역시 사상구 가야대로 지하 362-1 (주례동)","","부산교통공사냉정지하철역","20120801170916","I","2018-08-31 23:59:59.0","저장소","383231.895593326","185415.665146566","","주거용",
"615","고압가스업","09_28_05_P","3390000","2011339008302200001","20110512","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 삼락동 379-1","부산광역시 사상구 삼덕로5번길 148 (삼락동)","","조광폐인트(주)","20181214164531","U","2018-12-16 02:40:00.0","제조","380296.898040837","188659.170003003","냉동","공업용",
